auditory_attention,visual_attention,interest,stress,engagement,class
0.54734225,0.472351,0.572653,0.6184015,0.6934035,boring
0.555924,0.47128725,0.57223825,0.60001325,0.68832475,boring
0.53819925,0.44627425,0.56639025,0.55370975,0.6813665,boring
0.5120515,0.41573975,0.56269425,0.52960675,0.68062625,boring
0.50154425,0.398622,0.563015,0.51478175,0.6717235,boring
0.50475625,0.40867025,0.56482625,0.481756,0.6560275,boring
0.50872925,0.420616,0.5682995,0.45364675,0.638067,boring
0.50801725,0.4201925,0.5746665,0.439745,0.62429825,boring
0.49920625,0.4162075,0.57757625,0.42626025,0.60675725,boring
0.4904445,0.415718,0.5789675,0.4298975,0.594212,boring
0.48936275,0.42692625,0.58046575,0.45038325,0.58205225,boring
0.48911425,0.44287775,0.5765815,0.484147,0.563959,boring
0.50053525,0.46555625,0.574352,0.468943,0.54338675,boring
0.51501875,0.4955395,0.57724675,0.495618,0.526152,boring
0.52309375,0.5204345,0.5814585,0.4967975,0.53340325,boring
0.5293815,0.5305145,0.55827725,0.46186025,0.54782,boring
0.53831525,0.53582625,0.54608,0.4654875,0.549042,boring
0.53914175,0.52896425,0.55822975,0.5228785,0.5402685,boring
0.486798,0.475461,0.649625,0.64749225,0.53668575,boring
0.42778175,0.43669075,0.7582965,0.6578125,0.527957,boring
0.421982,0.44101175,0.7225015,0.61470025,0.5266125,boring
0.42722075,0.4556825,0.655262,0.66207975,0.540422,boring
0.4299055,0.4706165,0.615295,0.7446965,0.562322,boring
0.431541,0.48010925,0.59528425,0.79239225,0.58576275,boring
0.43895875,0.48562825,0.58379875,0.794156,0.6030635,boring
0.45389375,0.50439,0.577786,0.7632745,0.607748,boring
0.482093,0.5403215,0.5871215,0.75160275,0.60042225,boring
0.51252175,0.561539,0.59673725,0.74926275,0.59742,boring
0.535629,0.56794725,0.5873645,0.69351825,0.61120475,boring
0.54335075,0.5568215,0.5790585,0.6132215,0.620566,boring
0.54248725,0.5375315,0.5762055,0.6047705,0.6286625,boring
0.52907225,0.50432075,0.5720875,0.61392,0.63830025,boring
0.51377375,0.47259975,0.56466125,0.5800445,0.677629,boring
0.50963775,0.458225,0.564411,0.51959225,0.717258,boring
0.5384795,0.4652415,0.57108225,0.52518475,0.7400505,boring
0.57641225,0.48075575,0.5683075,0.5776175,0.74071275,boring
0.5938,0.4975255,0.571335,0.6216615,0.74755875,boring
0.58236125,0.510927,0.57785275,0.61892325,0.75379375,boring
0.568349,0.51344625,0.5803585,0.6281715,0.7482555,boring
0.5617825,0.50971225,0.58418825,0.666063,0.73465725,boring
0.5671675,0.508714,0.58312225,0.660595,0.725912,boring
0.5640935,0.49472975,0.58055075,0.63496075,0.72233575,boring
0.56188175,0.498363,0.57465975,0.5969205,0.71962875,boring
0.5541055,0.50402425,0.5733475,0.55625575,0.71485475,boring
0.5448935,0.50448,0.58079825,0.5325925,0.71012675,boring
0.53562,0.49898475,0.58228275,0.545861,0.69460675,boring
0.5375045,0.49462575,0.57650425,0.58096775,0.67468525,boring
0.528923,0.47724175,0.57495975,0.60876025,0.66032475,boring
0.52499975,0.462844,0.5796095,0.61013925,0.65684,boring
0.52071125,0.45124725,0.58047625,0.66682675,0.6550525,boring
0.51093125,0.439025,0.585102,0.65846675,0.6501385,boring
0.49634225,0.42276275,0.58349275,0.610368,0.65299375,boring
0.49113,0.4227395,0.57405025,0.561486,0.6722615,boring
0.49668025,0.43931475,0.56935775,0.52751675,0.68892625,boring
0.502706,0.4491515,0.57222025,0.5125925,0.6918225,boring
0.50381925,0.450954,0.580663,0.52067025,0.67805775,boring
0.507755,0.44437825,0.58271725,0.49696425,0.673105,boring
0.51399425,0.440425,0.57805475,0.495197,0.679528,boring
0.51068025,0.42086925,0.5751795,0.4656745,0.6980995,boring
0.511825,0.39336525,0.577271,0.43743025,0.7199355,boring
0.5144485,0.3813195,0.577343,0.45900625,0.72599975,boring
0.51298325,0.38220525,0.576029,0.47556725,0.716368,boring
0.4861325,0.3763515,0.5760005,0.4776045,0.689182,boring
0.45484625,0.364713,0.589925,0.498308,0.66893425,boring
0.455843,0.3787895,0.59689275,0.55358925,0.66292875,boring
0.469499,0.40476,0.591929,0.54297125,0.67111425,boring
0.487299,0.43468525,0.587227,0.51125975,0.6818505,boring
0.5139845,0.4574375,0.57854625,0.55329325,0.68940975,boring
0.530817,0.46931875,0.580104,0.57712625,0.69996125,boring
0.53158625,0.4686735,0.5813825,0.55393,0.7013435,boring
0.5176475,0.4664565,0.5749715,0.53488275,0.6868715,boring
0.4939245,0.45237475,0.570159,0.551941,0.672001,boring
0.46879075,0.433657,0.5709165,0.54596925,0.66184025,boring
0.45901575,0.42674425,0.58113225,0.50939325,0.6622435,boring
0.4450305,0.43114075,0.58840825,0.47019425,0.66060375,boring
0.44634725,0.44160275,0.586566,0.43430275,0.6527375,boring
0.44987525,0.4377375,0.5819375,0.44672875,0.6485995,boring
0.464026,0.420899,0.57610175,0.44857175,0.6572945,boring
0.46759125,0.408898,0.571692,0.4702695,0.6610885,boring
0.4606065,0.39819775,0.57348075,0.50950075,0.646943,boring
0.44556675,0.38594725,0.57627275,0.4794265,0.6249875,boring
0.43760175,0.3854465,0.57418175,0.4317325,0.59850025,boring
0.44127075,0.4000765,0.57150975,0.42012875,0.57761175,boring
0.44864325,0.41591675,0.5669995,0.41205325,0.56965875,boring
0.457594,0.42680825,0.5666125,0.47373925,0.5728915,boring
0.45199,0.42279575,0.567603,0.54793375,0.57259925,boring
0.43379775,0.39998875,0.56714925,0.58798925,0.5698675,boring
0.41647,0.3851575,0.56486025,0.57468,0.569295,boring
0.42572975,0.4028635,0.5654385,0.49912275,0.5822015,boring
0.4484635,0.431352,0.57106575,0.4633855,0.606234,boring
0.45723075,0.43248175,0.57154275,0.47942975,0.630835,boring
0.4508965,0.4064905,0.566162,0.48433075,0.65454075,boring
0.426857,0.37686075,0.56331575,0.46377475,0.676379,boring
0.4178795,0.36422575,0.56409525,0.44663325,0.6671485,boring
0.418751,0.3600895,0.5676815,0.507817,0.6490795,boring
0.41534875,0.35102125,0.56937575,0.56767675,0.6294745,boring
0.3994535,0.340642,0.5697295,0.58049125,0.61342575,boring
0.3869425,0.33384175,0.575032,0.58760475,0.6161125,boring
0.38583675,0.33649325,0.5769835,0.573502,0.63123175,boring
0.40768875,0.34129725,0.57426625,0.5366,0.6558175,boring
0.44181375,0.353618,0.5685065,0.498222,0.679964,boring
0.46823675,0.36198025,0.567124,0.4722365,0.69526,boring
0.47831375,0.36439,0.56498675,0.46207975,0.68425925,boring
0.48372675,0.368048,0.56864125,0.49330125,0.656575,boring
0.49463625,0.3733965,0.57784625,0.4917265,0.6330685,boring
0.5013755,0.372353,0.57609725,0.4334895,0.621769,boring
0.49633275,0.361161,0.575584,0.38532325,0.61517625,boring
0.48299675,0.3474695,0.582212,0.36721875,0.59867825,boring
0.47255775,0.34457375,0.5841265,0.41681325,0.56867375,boring
0.48303225,0.352015,0.578422,0.42221975,0.53766125,boring
0.493247,0.34998875,0.57020425,0.4264275,0.55450825,boring
0.48512075,0.340437,0.5706785,0.49333575,0.59730525,boring
0.46858825,0.32448475,0.57163925,0.4821395,0.63204275,boring
0.462733,0.326831,0.568152,0.44407225,0.65103375,boring
0.46711575,0.34002675,0.586069,0.4780525,0.6801555,boring
0.4863725,0.37443925,0.5895725,0.50470675,0.671563,boring
0.4948335,0.39131625,0.5833895,0.54937425,0.665414,boring
0.496732,0.39219875,0.57682975,0.5308535,0.67336,boring
0.4996045,0.39617525,0.5726595,0.48127575,0.679633,boring
0.51595325,0.4151185,0.57454575,0.46660275,0.68470625,boring
0.52801775,0.4383885,0.581245,0.4980535,0.682782,boring
0.5338035,0.450449,0.57776725,0.59033225,0.67694625,boring
0.52471775,0.4344415,0.578182,0.608158,0.67431725,boring
0.512136,0.41214225,0.57481875,0.5614085,0.66652175,boring
0.502489,0.391988,0.56644625,0.51545125,0.67349425,boring
0.36911425,0.27840525,0.56966175,0.516567,0.62123925,boring
0.3488745,0.2760675,0.57506625,0.5180125,0.59778625,boring
0.3444285,0.28336075,0.577653,0.53878975,0.575281,boring
0.35342325,0.30401375,0.5785335,0.497112,0.56905075,boring
0.36039375,0.31702,0.5777965,0.461687,0.5741715,boring
0.3537215,0.319832,0.57065825,0.47546125,0.570217,boring
0.3471875,0.321285,0.56719125,0.46735825,0.556299,boring
0.36618025,0.3353765,0.574931,0.4004055,0.5397,boring
0.3910445,0.346899,0.57734525,0.3326465,0.52761525,boring
0.4207995,0.34684225,0.56893825,0.26758125,0.53025175,boring
0.4475835,0.34331175,0.56260525,0.24920525,0.553023,boring
0.47277825,0.3573395,0.5708915,0.2940035,0.5956215,boring
0.476741,0.35914075,0.569724,0.318702,0.63228,boring
0.4707705,0.359569,0.57080875,0.3657975,0.6520645,boring
0.45946975,0.35512775,0.5717715,0.4043205,0.66977125,boring
0.4421835,0.349968,0.57264925,0.46745275,0.67630475,boring
0.43184675,0.3486245,0.575194,0.503423,0.6604145,boring
0.43406025,0.35555475,0.576741,0.44812525,0.63438625,boring
0.43862025,0.360077,0.57288475,0.42008275,0.6266855,boring
0.4402565,0.359605,0.56305975,0.413737,0.629205,boring
0.4268555,0.3541745,0.571081,0.45277625,0.62161275,boring
0.4141295,0.34611,0.59746,0.518442,0.59551025,boring
0.3932495,0.3350195,0.6117125,0.587561,0.56877875,boring
0.37392175,0.33256125,0.633223,0.66075475,0.5639225,boring
0.380141,0.36008175,0.66445,0.6482875,0.575209,boring
0.413606,0.40725475,0.65313475,0.58380025,0.583455,boring
0.44426975,0.444675,0.62254425,0.55924275,0.58890825,boring
0.463373,0.450124,0.59797,0.5010555,0.59961875,boring
0.4658675,0.4528965,0.6000775,0.535812,0.629475,boring
0.47193275,0.47273575,0.602437,0.50657225,0.6473405,boring
0.4756975,0.48367425,0.5991685,0.4902305,0.65392,boring
0.48592425,0.479064,0.59120575,0.49600125,0.6516425,boring
0.50088025,0.48145525,0.58238925,0.4658265,0.650176,boring
0.51533925,0.4877595,0.57473875,0.4230955,0.655779,boring
0.52486575,0.48735675,0.57178925,0.42335125,0.65001975,boring
0.5225245,0.4723675,0.5769425,0.43353175,0.64706675,boring
0.4966685,0.4471785,0.58514325,0.4466525,0.64705025,boring
0.4633585,0.4158975,0.5901885,0.44606275,0.638852,boring
0.44033275,0.40040175,0.58846125,0.470762,0.613811,boring
0.43539,0.39741075,0.58427425,0.50896525,0.60190475,funny
0.4375215,0.39283675,0.585188,0.50362375,0.61277525,funny
0.42798075,0.37550875,0.581856,0.46697075,0.6274835,funny
0.413461,0.3556335,0.577117,0.43469775,0.6311645,funny
0.40752075,0.338603,0.577513,0.46091975,0.63163375,funny
0.41797725,0.3400885,0.58300775,0.505473,0.632852,funny
0.4401875,0.35010825,0.587608,0.5494805,0.6396125,funny
0.437445,0.3551075,0.5909135,0.59593425,0.64218775,funny
0.42083475,0.34738925,0.59001425,0.5819805,0.63600475,funny
0.42056325,0.3552015,0.58402,0.56087725,0.62445475,funny
0.44746525,0.3865255,0.58427875,0.5016355,0.606931,funny
0.4785795,0.41219925,0.58108875,0.450544,0.5924865,funny
0.49418875,0.42276275,0.57327325,0.47484125,0.581121,funny
0.5041475,0.41440925,0.57394875,0.4878705,0.58555375,funny
0.520066,0.4001685,0.5815165,0.46182525,0.59940675,funny
0.538189,0.39160125,0.58073025,0.457861,0.61956875,funny
0.54782075,0.396448,0.587633,0.440061,0.616782,funny
0.5508215,0.40859225,0.601961,0.41568025,0.59239775,funny
0.547279,0.419873,0.5962715,0.40318325,0.570036,funny
0.544321,0.4290345,0.58492825,0.390706,0.5663,funny
0.5438785,0.43848625,0.57965475,0.3792975,0.58747725,funny
0.5476235,0.44485175,0.5803085,0.35561275,0.61788,funny
0.5396555,0.44010225,0.58035925,0.32838675,0.63222475,funny
0.53527,0.423087,0.5808585,0.35212025,0.62079225,funny
0.52445,0.40875025,0.57739725,0.4255785,0.60551175,funny
0.49968075,0.391514,0.57314325,0.46112225,0.6069345,funny
0.48340775,0.38222125,0.57510925,0.38736075,0.62339775,funny
0.48200725,0.37531975,0.58011775,0.32985575,0.6450195,funny
0.48740825,0.36822725,0.58507925,0.33599475,0.66160275,funny
0.47969825,0.348955,0.5894235,0.316138,0.67372525,funny
0.47129475,0.324096,0.5840455,0.314898,0.66777725,funny
0.46004025,0.29851275,0.5791205,0.2946895,0.65813225,funny
0.46070925,0.29252,0.574029,0.251091,0.6592455,funny
0.46593,0.29585775,0.56806975,0.22906075,0.66354875,funny
0.46717725,0.3086915,0.5679385,0.22361475,0.65577075,funny
0.4779345,0.33307875,0.5728425,0.2196005,0.65062025,funny
0.5069775,0.36574825,0.572362,0.25751725,0.66206875,funny
0.53831975,0.38676425,0.5684095,0.30968175,0.6919545,funny
0.53976275,0.38633325,0.5732485,0.3464685,0.71793375,funny
0.50061575,0.360466,0.57874475,0.35388775,0.72953575,funny
0.46156,0.33386,0.5804925,0.3990065,0.7358325,funny
0.45107025,0.332158,0.5795775,0.444642,0.7324315,funny
0.4601655,0.349141,0.585792,0.4179945,0.729701,funny
0.47758775,0.3719225,0.592873,0.39119975,0.73100575,funny
0.49657925,0.39801325,0.59265375,0.414094,0.74340425,funny
0.5037505,0.415963,0.5863895,0.4217495,0.7535515,funny
0.50717,0.4249695,0.5842405,0.40383775,0.74003125,funny
0.5071425,0.428288,0.58795525,0.36696325,0.71110425,funny
0.50538375,0.42179275,0.5887135,0.30258825,0.692156,funny
0.49568475,0.41563825,0.58046125,0.28923425,0.6893385,funny
0.48545925,0.41411275,0.5783055,0.28755825,0.68869825,funny
0.4843235,0.415569,0.57919225,0.29307025,0.686596,funny
0.493707,0.41246675,0.58064125,0.356146,0.68510025,funny
0.50424225,0.41620325,0.58294575,0.40122875,0.68391125,funny
0.51658025,0.4395845,0.58372775,0.43299475,0.68251625,funny
0.52702725,0.4616875,0.581734,0.4483205,0.66653025,funny
0.52127425,0.46912375,0.58167025,0.41108725,0.6411255,funny
0.51073575,0.469091,0.58233375,0.4144735,0.6215565,funny
0.5043675,0.470226,0.59416225,0.44517575,0.60760575,funny
0.50439175,0.47369725,0.60351725,0.519518,0.60112,funny
0.50089825,0.471818,0.5926355,0.53542,0.62316525,funny
0.49912875,0.469066,0.588947,0.50722375,0.67546075,funny
0.51215175,0.48960375,0.5922175,0.5143085,0.71102525,funny
0.53961475,0.52685225,0.59010825,0.58235625,0.710989,funny
0.54378375,0.54697725,0.58871325,0.68386225,0.69509625,funny
0.540324,0.5427255,0.59150775,0.705408,0.68569975,funny
0.5400775,0.51737575,0.59857225,0.66487175,0.69070325,funny
0.54248475,0.493168,0.6147655,0.61948575,0.6991785,funny
0.54736325,0.480853,0.62839225,0.612858,0.68686,funny
0.54189425,0.47227475,0.6156805,0.61580875,0.65599275,funny
0.52074425,0.458023,0.598953,0.60476375,0.62345925,funny
0.50660875,0.44126375,0.59378275,0.53942825,0.6104005,funny
0.49288475,0.42454925,0.58648375,0.48692625,0.61794575,funny
0.4834315,0.40676175,0.5815985,0.47242225,0.627423,funny
0.46577675,0.3846055,0.5841795,0.48102925,0.62142,funny
0.452674,0.36361175,0.58533,0.507298,0.60595925,funny
0.44815725,0.35309475,0.59270825,0.5375095,0.59500325,funny
0.46897475,0.36431175,0.600698,0.5784255,0.59169775,funny
0.4946705,0.3860865,0.6036095,0.60931725,0.60626125,funny
0.50397775,0.39674725,0.61103975,0.650517,0.627407,funny
0.47994325,0.38642775,0.61981775,0.67686425,0.63997025,funny
0.444779,0.37365375,0.617821,0.72862,0.6379595,funny
0.425247,0.39146325,0.61091625,0.7324165,0.63165575,funny
0.43420625,0.4315205,0.600276,0.685214,0.622393,funny
0.4708045,0.4652495,0.58736075,0.66313575,0.6140095,funny
0.511884,0.4792145,0.5825235,0.65254625,0.61451975,funny
0.53807375,0.48793875,0.58315575,0.6390925,0.613808,funny
0.556111,0.49311325,0.584693,0.61941875,0.6098225,funny
0.574973,0.499597,0.5885915,0.60170225,0.61067675,funny
0.5899385,0.50531075,0.59577775,0.576562,0.619203,funny
0.60907275,0.509289,0.60136325,0.584844,0.635664,funny
0.61381875,0.50904725,0.60228575,0.57902225,0.639302,funny
0.61327125,0.5038525,0.604404,0.5669005,0.63545025,funny
0.6083405,0.50078375,0.59888425,0.5629505,0.63146025,funny
0.5943075,0.49630775,0.5902535,0.6071775,0.6298765,funny
0.57072225,0.484819,0.60149875,0.69069675,0.64020925,funny
0.5183205,0.45892875,0.62240675,0.722716,0.66277075,funny
0.47428525,0.433866,0.62001975,0.73186975,0.68229325,funny
0.456862,0.41979075,0.60852025,0.70815325,0.68910975,funny
0.4552245,0.414491,0.60414525,0.6472295,0.69293125,funny
0.4643155,0.41875375,0.60406675,0.59437175,0.68562425,funny
0.4758205,0.42814725,0.60156725,0.5438855,0.68069525,funny
0.489688,0.4430355,0.595802,0.52673825,0.6752545,funny
0.48539875,0.44274725,0.5919795,0.602852,0.612154,funny
0.49301825,0.450139,0.58876575,0.6179755,0.613695,funny
0.500987,0.4574125,0.5864935,0.603781,0.62421225,funny
0.50226525,0.479993,0.59301075,0.679793,0.63983425,funny
0.4924085,0.4988095,0.611995,0.7743665,0.6442155,funny
0.504029,0.51958125,0.6425685,0.857274,0.6382505,funny
0.509754,0.54188,0.64824975,0.82508425,0.61797625,funny
0.5243615,0.55951225,0.6228005,0.7471945,0.603558,funny
0.53481275,0.551391,0.5997675,0.691717,0.601263,funny
0.541591,0.53108675,0.586551,0.63218025,0.60969325,funny
0.54646575,0.508567,0.5796905,0.58538575,0.62347825,funny
0.54950775,0.49412625,0.5757925,0.5699065,0.63929425,funny
0.54566225,0.481756,0.57591025,0.543443,0.649407,funny
0.529689,0.46731025,0.580734,0.5272375,0.64877325,funny
0.50894625,0.4527295,0.58934475,0.50517025,0.65180825,funny
0.49857125,0.44990175,0.598121,0.47637575,0.66332025,funny
0.4832345,0.443547,0.6010625,0.4737115,0.65905325,funny
0.47949075,0.439542,0.6040245,0.455866,0.633014,funny
0.50149625,0.45571925,0.60244225,0.515066,0.6166435,funny
0.5338285,0.4845955,0.5980525,0.61140375,0.6156035,funny
0.561578,0.506351,0.59407775,0.62338425,0.64810825,funny
0.57999975,0.5221385,0.59265775,0.575436,0.6866285,funny
0.59535325,0.5254205,0.58854425,0.52021975,0.715134,funny
0.59323175,0.5135095,0.58540825,0.478641,0.7178365,funny
0.55600275,0.47113925,0.59166675,0.42213,0.706544,funny
0.517795,0.42772475,0.59430275,0.3411285,0.6829985,funny
0.503902,0.40184625,0.58468275,0.2890825,0.66703675,funny
0.5265915,0.41674975,0.5745385,0.25277325,0.6487465,funny
0.55283425,0.4473615,0.5756155,0.2316415,0.6344715,funny
0.57759875,0.4814835,0.5844285,0.2717775,0.6243325,funny
0.599512,0.52066925,0.59841575,0.32628275,0.617867,funny
0.62095875,0.55575525,0.6011545,0.392562,0.61371175,funny
0.62443775,0.565823,0.60100225,0.424894,0.63447475,funny
0.626197,0.57507925,0.599545,0.42113075,0.663967,funny
0.64820375,0.61079825,0.59761425,0.44699525,0.6791075,funny
0.672277,0.64286775,0.58939275,0.48069925,0.6842345,funny
0.668853,0.64622025,0.58257225,0.4474745,0.68328375,funny
0.65153525,0.6270995,0.58148675,0.4162945,0.6720655,funny
0.636228,0.6009735,0.58837525,0.50535525,0.656347,funny
0.629773,0.5881805,0.592091,0.586018,0.6374005,funny
0.62248075,0.577565,0.5985885,0.57755475,0.617446,funny
0.62866125,0.57165175,0.5984685,0.52904675,0.61117825,funny
0.62291675,0.56199575,0.591066,0.46299225,0.61728775,funny
0.62428775,0.55743525,0.58817075,0.39768225,0.63539425,funny
0.64040075,0.56435725,0.589609,0.34441125,0.659183,funny
0.65052625,0.57600125,0.589951,0.3185735,0.68472425,funny
0.65139675,0.5814845,0.58563675,0.3250115,0.689071,funny
0.62950275,0.550155,0.585397,0.394103,0.6800585,funny
0.59213025,0.51404125,0.597121,0.46336725,0.69016025,funny
0.54848,0.4799905,0.613722,0.41803775,0.698601,funny
0.53670425,0.4724045,0.60512575,0.3980825,0.69159475,funny
0.54939575,0.481514,0.59597875,0.4188485,0.69916325,funny
0.55268325,0.482333,0.59302125,0.4317885,0.71085275,funny
0.51730975,0.44508375,0.5917695,0.46233325,0.70978575,funny
0.4679795,0.393956,0.595457,0.50032125,0.68660425,funny
0.455772,0.386393,0.60139575,0.5065915,0.656436,funny
0.46824125,0.4182075,0.6119395,0.50880675,0.63305825,funny
0.48366225,0.44688275,0.615398,0.51806425,0.6149665,funny
0.55357725,0.51727675,0.608106,0.58940825,0.5721255,funny
0.55606975,0.53567175,0.60911925,0.6694525,0.5455285,funny
0.5470255,0.554519,0.606158,0.700245,0.5233905,funny
0.5486845,0.56784475,0.60521225,0.682097,0.52241,funny
0.55705975,0.58322125,0.6059095,0.62111675,0.5370935,funny
0.57666125,0.60185275,0.60443825,0.55316175,0.572687,funny
0.59379175,0.61000375,0.603426,0.5403145,0.59637925,funny
0.60265225,0.59432075,0.610039,0.591263,0.59795875,funny
0.60344275,0.56446125,0.63102225,0.62126125,0.59818,funny
0.5895175,0.52481625,0.62439325,0.65076,0.608095,funny
0.57226025,0.479166,0.601532,0.59150925,0.626462,funny
0.558679,0.4579605,0.5897135,0.43708475,0.62733575,funny
0.54869,0.45851225,0.580626,0.34685325,0.627569,funny
0.536196,0.45226275,0.58420375,0.33421675,0.6191755,funny
0.52479575,0.440934,0.58869175,0.36405175,0.6172055,funny
0.496657,0.4091255,0.58881775,0.4924795,0.61351375,funny
0.46117675,0.3778395,0.588993,0.57307475,0.62197125,funny
0.44997275,0.37332425,0.589414,0.58952,0.622002,funny
0.47839575,0.39516675,0.59320425,0.58786425,0.60595125,funny
0.50272025,0.41644275,0.597131,0.55267825,0.58540325,funny
0.5157365,0.43538075,0.59749875,0.54348025,0.578493,funny
0.5294545,0.45661775,0.59388875,0.5410775,0.590156,funny
0.535788,0.48223425,0.5896085,0.57154725,0.598279,funny
0.54147575,0.50349525,0.59462425,0.55354175,0.58828525,funny
0.5512815,0.521507,0.59664925,0.51336875,0.58521575,funny
0.56140825,0.52871575,0.5944305,0.5454015,0.59281575,funny
0.55666675,0.53746075,0.59748375,0.59383375,0.60854675,funny
0.556162,0.551563,0.60351,0.6506975,0.61979475,funny
0.55977225,0.56127275,0.607433,0.69655375,0.6260395,funny
0.56200275,0.55438625,0.5976515,0.68290375,0.6449415,funny
0.57149525,0.5439115,0.5882695,0.58338825,0.653189,funny
0.57552325,0.54407625,0.595643,0.533512,0.64004625,funny
0.58087125,0.552084,0.60803675,0.50487775,0.62881875,funny
0.57232025,0.5490475,0.622507,0.46044825,0.61584775,funny
0.550892,0.53142075,0.622674,0.4106645,0.59303425,funny
0.528359,0.50256525,0.617763,0.3883555,0.58101175,funny
0.51658475,0.4818025,0.6126745,0.3849335,0.59493925,funny
0.510651,0.467013,0.60618675,0.39838625,0.61521825,funny
0.51124425,0.47111875,0.602449,0.4571625,0.62977675,funny
0.517162,0.48463925,0.5983565,0.52534725,0.6343795,funny
0.536408,0.51178975,0.59468775,0.54130475,0.6304855,funny
0.57508725,0.54494825,0.59475925,0.47720525,0.62469325,funny
0.605024,0.5669555,0.59448975,0.421579,0.6270055,funny
0.6149765,0.55604525,0.5911895,0.432365,0.64796775,funny
0.612589,0.53621575,0.592947,0.4908775,0.6683195,funny
0.61198175,0.5207445,0.59429525,0.4782235,0.68358925,funny
0.61172825,0.514664,0.598925,0.42958525,0.6828685,funny
0.61705125,0.52030475,0.610917,0.462842,0.69569325,funny
0.626433,0.53479875,0.60892775,0.47844375,0.69420675,funny
0.618562,0.531259,0.60324975,0.473851,0.689469,funny
0.5984335,0.506865,0.6055095,0.4251375,0.68120575,funny
0.59059075,0.4965765,0.6073145,0.39201825,0.67100675,funny
0.59105425,0.49347625,0.603751,0.448217,0.65804675,funny
0.58805075,0.493285,0.603752,0.52449775,0.6538915,funny
0.5712365,0.4709915,0.6080715,0.506732,0.66183575,funny
0.549236,0.43636175,0.60524925,0.4901235,0.65875525,funny
0.5364275,0.415493,0.60096725,0.48754475,0.653261,funny
0.54046775,0.413777,0.606344,0.5003855,0.657551,funny
0.54333325,0.4330515,0.60719425,0.500605,0.66254575,funny
0.54246125,0.44196025,0.6037905,0.5207705,0.66238525,funny
0.53909125,0.448181,0.60282975,0.554311,0.66420075,funny
0.546793,0.45426075,0.60112625,0.587798,0.6789885,funny
0.5523615,0.463754,0.59667825,0.61763725,0.68946375,funny
0.56314375,0.48126275,0.59726975,0.61778775,0.6917655,funny
0.56801775,0.48838175,0.59889725,0.60468075,0.6809095,funny
0.57209125,0.481762,0.59482825,0.557008,0.66378225,funny
0.58499,0.4662405,0.593643,0.499379,0.64524525,funny
0.57910525,0.44978325,0.59376075,0.52873325,0.6206815,funny
0.57176325,0.44327275,0.5952765,0.57916725,0.598059,funny
0.5701155,0.4521185,0.60330725,0.59325275,0.572816,funny
0.584323,0.47176375,0.60577925,0.5812675,0.5679645,funny
0.5977635,0.495338,0.6003535,0.54261775,0.57213975,funny
0.61028525,0.514782,0.597247,0.493734,0.59263425,funny
0.6196945,0.53002425,0.59406475,0.48947425,0.6129595,funny
0.620494,0.53741,0.5944675,0.5258885,0.6315965,funny
0.61125975,0.543018,0.59763725,0.61818525,0.62384375,funny
0.60995275,0.55804725,0.599995,0.60481425,0.600101,funny
0.60044975,0.551763,0.60068275,0.516466,0.59309025,funny
0.60302125,0.539075,0.59627125,0.4857605,0.61180575,funny
0.60619225,0.5239675,0.591759,0.499948,0.63194425,funny
0.66641475,0.5912405,0.6044115,0.49668,0.695301,funny
0.68521375,0.619154,0.603967,0.49039225,0.70111525,funny
0.69360925,0.629248,0.60576375,0.4709045,0.7126185,funny
0.6943705,0.630943,0.60585675,0.41858175,0.719996,funny
0.6891225,0.61763575,0.61254675,0.42161025,0.7118895,funny
0.65224025,0.57752125,0.62499825,0.4632905,0.70078075,funny
0.58116275,0.47683375,0.60210225,0.431528,0.70974625,funny
0.583493,0.47748625,0.59990725,0.402628,0.69129275,funny
0.584696,0.47940475,0.5993685,0.40482025,0.6621955,funny
0.592432,0.499566,0.5988765,0.513925,0.64976075,funny
0.5953125,0.52792575,0.60403125,0.59975875,0.66252,funny
0.594055,0.5465125,0.61145625,0.5832945,0.68142775,funny
0.59602575,0.55361625,0.60389175,0.5333815,0.69221875,funny
0.59208875,0.5318,0.59140725,0.477531,0.699759,funny
0.59348725,0.51424625,0.590893,0.44227125,0.69845975,funny
0.59842475,0.50524675,0.59649975,0.4216085,0.687147,funny
0.610228,0.514643,0.6007705,0.3817765,0.6744905,funny
0.620324,0.53370575,0.6061905,0.35413925,0.665636,funny
0.63179475,0.553422,0.6036215,0.366739,0.65925425,funny
0.63876675,0.562798,0.60068975,0.33745175,0.65997275,funny
0.63124325,0.55823025,0.602861,0.33276225,0.67005775,funny
0.6097955,0.536912,0.608337,0.405728,0.66458675,funny
0.6007945,0.51413075,0.61190475,0.4511375,0.62673475,funny
0.596776,0.4926605,0.6061225,0.500197,0.5705795,funny
0.5976485,0.47746725,0.59990425,0.54163475,0.52077375,funny
0.595331,0.4699315,0.5995,0.59555325,0.50706075,funny
0.59404575,0.47980625,0.607788,0.639656,0.50114025,funny
0.60301725,0.51153775,0.618693,0.70621625,0.504494,funny
0.61606425,0.54468225,0.62008925,0.729492,0.5025925,funny
0.63139,0.5794225,0.61444725,0.752377,0.5044515,funny
0.632743,0.59986275,0.6114965,0.78467825,0.51380725,funny
0.600219,0.57678325,0.63138475,0.82434975,0.505689,funny
0.56384175,0.5455715,0.65598475,0.83484025,0.46799275,funny
0.56281125,0.54514925,0.65238675,0.8090265,0.4672185,funny
0.5760615,0.57084175,0.63496875,0.784461,0.5362545,funny
